business_id,name,address,city,postal_code,latitude,longitude,stars,review_count,hours,source
qstUIThj90vC0jNjYjoxug,Fl Fantastic Nails,4332 S Manhattan Ave,Tampa,33611,27.9016515901,-82.5179310435,4.0,11,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
CbBqxZmkvEqwV1EFEexITw,Pearl Salon,477 N Ashley Dr,Tampa,33602,27.9477181859,-82.4596638945,4.0,150,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}",Y
NrNpYiY_fTXifmbhL5gKew,Amethia Nail & Spa,6820 E Fowler Ave,Temple Terrace,33617,28.054929,-82.377512,3.5,58,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-18:30'}",Y
dIDamKMaVu6kgAS4ecAuLg,Salon Monaco Tampa,2907 W Kennedy Blvd,Tampa,33609,27.945093,-82.490596,3.5,16,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0'}",Y
LEzpPSh5swADnEmkeFR8Pg,La Nails & Spa,11657 Countryway Blvd,Tampa,33626,28.069767,-82.629916,3.0,13,,Y
G5IPYoL-c0mZYVx62OlVqQ,Nail Envy,"3665 E Bay Dr, Ste 240",Largo,33771,27.9150364,-82.7491266,3.0,9,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-19:0'}",Y
qZUxI5RbbLiGLSv41wiqWg,Le's Nails,"3993 Tyrone Blvd N, Ste 104",Saint Petersburg,33709,27.809766,-82.752765,3.0,18,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
N53TXBzvwtep-O1LTYrLVA,Violet Nails & Spa,10684 Gandy Blvd N,Saint Petersburg,33702,27.8675212,-82.6227906,4.0,133,"{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:0', 'Sunday': '10:0-17:0'}",Y
VzJETJvbd_A1AaMJkaAwFA,Vivi Nails,"13129 N Dale Mabry Hwy, Ste C",Tampa,33618,28.0669023,-82.5025611,3.5,17,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '11:0-16:0'}",Y
_olR8aeQ_-ga860F8tvG0w,Turbo Nails,1332 Seven Springs Blvd,New Port Richey,34655,28.188365,-82.698673,3.0,26,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0'}",Y
etOBc91UiRijNM8f1zeJmg,Rapunzel's Salon & Spa,"1519 Gulf Blvd, Ste 6",Indian Rocks Beach,33785,27.8986647,-82.8478654,4.5,15,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-15:0'}",Y
ojAkmjXt3r5wjNxPoZ-NZQ,Divine Spa and Nails,6212 54th Ave N,Kenneth City,33709,27.8205469178,-82.7209417599,4.5,11,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",Y
o644e8y0gqcrjhX_l-HY8w,Tre Nail Lounge,11011 Countryway Blvd,Tampa,33626,28.0608418,-82.6225448,5.0,66,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-18:30', 'Friday': '9:30-18:30', 'Saturday': '9:30-18:30', 'Sunday': '11:0-17:0'}",Y
T9kf1YuMNz6xrajRh7enyg,Noire The Nail Bar,4735 Gulf Blvd,St. Pete Beach,33706,27.7220805652,-82.7402879117,4.5,44,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
xBQAEzQaUsvHasCp_eYLKQ,Zephyrhills Nail & Spa,5540 Gall Blvd,Zephyrhills,33542,28.2386060891,-82.1839213252,3.5,13,"{'Monday': '9:0-17:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-19:0'}",Y
DybtxtUevHQwGsBJlJC-aw,Royal Palace Nail Spa,"3018 W Kennedy Blvd, Ste B",Tampa,33609,27.9445707053,-82.4918889,3.5,117,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-17:0'}",Y
8sUOL3Svz6KgBrtCFNDKQw,Porte Noire - Carrollwood,"13145 N Dale Mabry Hwy, Ste D",Tampa,33618,28.066605,-82.502155,3.0,9,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Y
qM7_jNcuhPuRmbgWYjRBEA,102 Nails,6455 102nd Ave N,Pinellas Park,33782,27.8653486,-82.7262587,4.0,5,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
bpGhMp9tuiGQCeQKNXlWEw,Pink & White Nails & Serenity Spa,12914 N Dale Mabry,Tampa,33618,28.064058,-82.50562,4.0,138,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '11:0-17:0'}",Y
amoL0QcieJknBBDoozjuxA,Wink Beauty Bar,3854 W Waters Ave,Tampa,33614,28.024367,-82.507426,4.0,22,"{'Monday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-19:0'}",Y
6NmMc6tpW6CDh3NeC2e0wA,Sacred Beauty Massage 'N Spa,5260 S MacDill Ave,Tampa,33611,27.887178,-82.493669,2.5,10,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-18:0'}",Y
13GR3xAcuIH66fin3ZLxwg,Studio Red Hair & Nail Salon,933 Oakfield Dr,Brandon,33511,27.9338925,-82.2972737,3.0,14,"{'Tuesday': '10:0-15:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-15:0', 'Saturday': '9:0-15:0'}",Y
Kt2MjnFNMt5NxY9OBDQKqA,Fran Chong Tranquility Escape,402 N Howard Ave,Tampa,33606,27.9479011,-82.4831654,2.5,6,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0'}",Y
V58Gx-Skk1IphpssvMKnvw,Hands of Praise,6324 Rowan Rd,New Port Richey,34653,28.2506321,-82.6985183,3.0,5,"{'Tuesday': '9:0-19:0', 'Wednesday': '10:0-18:0', 'Thursday': '9:0-19:0', 'Friday': '10:0-16:0', 'Saturday': '9:0-16:0'}",Y
OeGGbMsZOTvETxb_QYkitg,Elegant Nails,1227 Kingsway Rd,Brandon,33510,27.9572168,-82.277541,3.0,10,"{'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '9:0-18:0', 'Sunday': '11:0-16:0'}",Y
f2EryWpek9OFWrkR_jXQAQ,Foxy Nails & Spa,2126 W Brandon Blvd,Brandon,33511,27.9384829,-82.3193927,4.0,13,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",Y
TKfNGtriRJ5Azh8eNbFIkA,Shear Art Salon & Spa,13124 N Dale Mabry Hwy,Tampa,33618,28.066501034,-82.50644546,4.0,31,"{'Monday': '8:30-21:0', 'Tuesday': '8:30-21:0', 'Wednesday': '8:30-21:0', 'Thursday': '8:30-21:0', 'Friday': '8:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '9:0-20:0'}",Y
gZH68o3QrxiMFtGg2zVqgQ,HT Nails & Spa,18470 N US Hwy 41,Lutz,33549,28.141959,-82.463964,4.0,40,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
cNe2kv4OX-ciAAlDrT0nvA,S T Nails & Spa,"2300 Gulf Blvd, Ste 3",Indian Rocks Beach,33785,27.9052031,-82.8475209,4.5,37,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
7oej-sB_s108ZAK1ATIAPg,B Nails and Hair,3314 W Kennedy Blvd,Tampa,33609,27.9444467,-82.498143,1.5,6,"{'Monday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",Y
d49ly-dvDu1GyfaEOzrOWw,Lovely Nails & Spa,10271 Big Bend Rd,Riverview,33578,27.79047,-82.339701,3.5,19,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:0'}",Y
tcCjpEEGxXf46vyNNb8rKg,Lala Nail & Spa,5719 Gunn Hyw,Tampa,33625,28.0631642,-82.5426435,3.0,11,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '11:0-16:0'}",Y
qKAQe8IxMrsjVIF8LaatNw,DPO Design a Hair Studio,"13145 N Dale Mabry Hwy, Studio 18",Tampa,33618,28.0625422,-82.5031198,4.0,13,"{'Tuesday': '11:0-20:0', 'Thursday': '11:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '9:0-15:0'}",Y
WCK9AntXvsOppysIZ-oLeA,Got Nails,41274 US Hwy 19 N,Tarpon Springs,34689,28.1482582,-82.7430691,3.5,23,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",Y
xug7XFt2-jj7xSKWlxVlGg,Joyful Nails & Spa,710 34th St N,St. Petersburg,33713,27.7794184027,-82.6794938743,4.5,49,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
g-YhAgXduF_tz38u-lQlWA,LL Nails,13740 Little Rd,Hudson,34667,28.357198,-82.664875,2.0,14,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:0'}",Y
0K_sVYoJkjNJiqQPUR4OuQ,Tiffany Nail and Spa,2354 Tyrone Sq,Saint Petersburg,33710,27.793985,-82.735475,2.0,41,,Y
BBGWBlihfm0vvLkcRJR6yw,Yolo Salon & Spa,"1155 Pasadena Ave S, Ste E",South Pasadena,33707,27.7585368,-82.7371187,4.0,13,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0'}",Y
BAtCVjDsP7nTX_9VJAoqpw,Perfect Nails,"3101 State Rd 580, Suite C",Safety Harbor,34695,28.023283,-82.708267,4.0,29,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
5q-H6L0lU40A4kWvl6amig,Solar Nails & Spa,14455 N Dale Mabry Hwy,Tampa,33618,28.0797457,-82.5060906,4.0,81,"{'Monday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-18:0'}",Y
dfv1W93sHaNKAuY2XOufVQ,Asian Nails,"6804 N Armenia Ave, Ste 10",Tampa,33604,28.009505,-82.484787,2.0,5,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
TymixFyiKpCGNVgvxm7oQw,Luxury Nails & Spa,6970 Park Blvd N,Pinellas Park,33781,27.8387128,-82.7348346,3.5,7,"{'Monday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}",Y
Z-RG-NA1iwcUkFuxShGooA,La Mirage Salon & Spa,3730 Tampa Rd,Palm Harbor,34684,28.0636968,-82.7151135,3.5,50,"{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}",Y
kDqSxNUWRaNR0sulKp7gPg,Volcano Nail Spa,7151 Seminole Blvd,Seminole,33772,27.8369667,-82.786218,3.5,6,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
kTzt1OcjMFaRrWuwJA4bSA,Fantastic Nails & Spa,1965 W Lumsden Rd,Brandon,33511,27.9231363,-82.3160566,3.5,61,"{'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}",Y
XqpQRVSQ6T_5f64ojjVmCA,Crystal Nail Spa,1446 66th St N,Saint Petersburg,33710,27.785529,-82.729591,3.0,57,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",Y
rZFm1YslDSv-Uy2oZ41eIQ,Avalon Spa & Nails,"28347 Paseo Dr, Ste 100",Wesley Chapel,33543,28.1886714,-82.346799,4.5,73,"{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '11:0-18:0'}",Y
ZZ8mzJ0ePLZYdyUAM21m_A,Venetien Nail Spa And Lounge,13017 S Hwy 301,Riverview,33578,27.797567,-82.335472,3.5,72,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}",Y
udEMw0I9TF-yFyqLPcR4og,Victoria Nails,13727 N Dale Mabry Hwy,Tampa,33618,28.070721,-82.505412,4.0,24,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-18:0'}",Y
9j1yT205wwkY7Mta2cldZw,Vi Nails & Spa,8544 Gunn Hwy,Odessa,33556,28.086056103,-82.5806184514,4.0,12,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:30'}",Y
hhB6SG75iRreNo0ZiJZOBw,Le's Nails,"1530 Mc.Mullen Booth Rd, Unit D11",Clearwater,33759,27.9807404,-82.7111926,2.5,19,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
PxR3zuzch5FgDfWJ93ru6Q,Discover Nails,644 Brandon Town Center Dr,Brandon,33511,27.9265689,-82.3269931,2.5,13,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",Y
uIEbU-1PoQ3K7mFk4p0cvw,Salon Lofts - Saint Petersburg,1068 4th St N,Saint Petersburg,33701,27.7833708,-82.6387431,4.0,26,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-17:0'}",Y
Ue5FAeQWQJ0jGal4IslV9w,Perfect Nails And Spa,922 Curlew Rd,Dunedin,34698,28.049929,-82.7780422,3.5,37,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:0', 'Sunday': '10:30-17:30'}",Y
beFy7nfTCpHfGIgYTuTSFQ,Best Nails,1055 Bruce B Downs Blvd,Wesley Chapel,33544,28.1718,-82.3547170349,4.0,37,,Y
LmvUb2AxgEX3oUNhKEpr_g,Adore Nails,1716 US Hwy 19,Holiday,34691,28.183983,-82.739164,3.0,5,,Y
nXzkY4OCLuAUgAMJoWMm5w,Friendly Nails & Spa,4647 Sunray Dr,Holiday,34690,28.1991489,-82.7383597,2.5,7,,Y
MfPX16N8cbk21zJvP6B9Wg,Satin Soles Salon,463 Patricia Ave,Dunedin,34698,28.0056999,-82.7751263,5.0,21,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",Y
5hw_kMMw8s4X0xWXOdsy0Q,Sophisticated Hair & Nails,31133 US Hwy 19 N,Palm Harbor,34684,28.0549341,-82.7386935,3.5,8,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-18:0'}",Y
XpqVXAjugptitM3UBM9H-w,Orchid Nails and Spa,1155 S Pinellas Ave,Tarpon Springs,34689,28.136734,-82.7570215,4.0,18,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",Y
SfqFU9nSMgHvW_nYtBHXBQ,Vogue Nails and Spa,209 W Bloomingdale Ave,Brandon,33511,27.8929987,-82.287871,4.0,11,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-18:0'}",Y
YiAF1SaKXKh8f9HHwjhefg,Jade's Designs Nails & Spa,"12421 N Florida Ave, Ste 101",Tampa,33612,28.0610431,-82.4587342,4.0,6,"{'Tuesday': '10:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0'}",Y
Vh6mWpkzFnV4g8monRCbNA,In-Fashion Nail & Massage,"6989 Seminole Blvd, Ste 3",Seminole,33772,27.8354643,-82.7866602,4.5,8,"{'Monday': '8:30-19:0', 'Tuesday': '8:30-19:0', 'Wednesday': '8:30-19:0', 'Thursday': '8:30-19:0', 'Friday': '8:30-17:0', 'Saturday': '7:30-17:0'}",Y
IEKokM_amGcbgVvyOoZKuQ,Nail Shop,6756 Memorial Hwy,Tampa,33615,27.9958199,-82.5830096197,4.5,146,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-17:0', 'Sunday': '11:30-17:15'}",Y
OiRizu9fD9pXSYVFwNrMsQ,Bliss Nail Gibsonton by Sarah ,"7130 Big Bend Rd, Ste 109",Gibsonton,33534,27.7929061545,-82.3710787296,4.0,69,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-19:0'}",Y
X7b6WMsGnNZVKHGYc06k_g,Organic Nail Dip and Spa,10280 Causeway Blvd,Tampa,33619,27.9231264551,-82.3391951542,4.0,65,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
gNJ-4yDgHzj4oTOmpPGVEg,Noire Nails & Spa,4033 S Dale Mabry Hwy,Tampa,33611,27.904824,-82.50627,4.5,97,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:30', 'Sunday': '10:30-17:0'}",Y
Tgln0v-WiPH8HkuJeJZUqA,Divine Nails,4717 Normandy Dr,Tampa,33615,27.9882501,-82.5712045,4.0,5,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0'}",Y
lSooXg2B5yngbNmisot_tA,Serenity Nails & Spa,"2794 Gulf To Bay Blvd, Ste 4",Clearwater,33759,27.9612442,-82.7217653,4.0,24,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",Y
isy_HOPqVWyiRvQoLXlXXw,Jenny's Nails,455 45th Ave S,Saint Petersburg,33705,27.7280561,-82.6389801,2.5,9,,Y
ujs-Jr5Jx2vv9y3GpTe2Jw,Zara Nail Lounge,23679 Sr 54,Lutz,33559,28.1862073,-82.4242423,3.5,32,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
O69OCM8Em9ZoJoV_GVhw-Q,Luxor Nails,"2401 S Dale Mabry Hwy, Ste B",Tampa,33629,27.9236398,-82.5061851,4.5,119,"{'Monday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-17:30', 'Sunday': '11:0-16:0'}",Y
GZhMnIPBKwLtBgtvZ2_3BQ,Bangz Salon,4044 W Kennedy Blvd,Tampa,33609,27.9444196,-82.511616,4.5,50,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-16:0'}",Y
EjenPUBG4SbxpC3CB4_Hng,Belle Âme Day Spa & Salon,21758 State Rd 54,Lutz,33549,28.1867804,-82.4563622,4.0,19,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-18:0'}",Y
lF5MnWhSWQ1cBN9T7-iDOg,Nature Nails,7901 N Armenia Ave,Tampa,33604,28.020144,-82.484028,4.0,8,,Y
c3Cg--znjoEsTLBNkaEwaw,Nail-Tastic Organic Spa,5300 4th St N,Saint Petersburg,33703,27.8206749,-82.6389084,4.5,75,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-17:30', 'Saturday': '9:30-18:30', 'Sunday': '11:0-17:0'}",Y
oqg6lkGtOQ38jtgPnRqVHg,Court & Spark Salon and Spa,911 Lithia Pinecrest Rd,Brandon,33511,27.92499,-82.26979,5.0,5,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0'}",Y
0Sa2hQnbS9hoRthHKOGepg,The Nail Shoppe of S Tampa,4229 Henderson Blvd,Tampa,33629,27.9262367,-82.514936,4.5,88,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0'}",Y
xiwmFksInxGZZSFaoZGxGw,Portobello Nails & Spa,13061 Park Blvd,Seminole,33776,27.8446121264,-82.8191156148,4.5,38,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-16:0'}",Y
2oGdZKyLD_jmQucCWGTKFQ,California Nails,14176 US Hwy 19,Hudson,34667,28.363299,-82.692366,3.5,9,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-16:0'}",Y
